Date,Header,Content
2023-02-08,Nâng tầm khả năng tìm kiếm với Bing và Microsoft Edge tích hợp công nghệ AI – Trang Thông Tin,Nâng tầm khả năng tìm kiếm với Bing và Microsoft Edge tích hợp công nghệ AI – Trang Thông Tin
2023-02-20,Cảnh báo loạt lỗ hổng bảo mật nghiêm trọng của Microsoft,Cảnh báo loạt lỗ hổng bảo mật nghiêm trọng của Microsoft
2023-03-12,Bing AI là gì? Hướng dẫn sử dụng Bing AI trên máy tính và điện thoại,Bing AI là gì? Hướng dẫn sử dụng Bing AI trên máy tính và điện thoại
2023-04-29,Nhà đầu tư lãi bao nhiêu nếu mua cổ phiếu Microsoft 10 năm trước?,Nhà đầu tư lãi bao nhiêu nếu mua cổ phiếu Microsoft 10 năm trước?
2023-05-05,Microsoft và AMD hợp tác thiết kế vi xử lý AI,Microsoft và AMD hợp tác thiết kế vi xử lý AI
2023-05-16,Microsoft công bố nghiên cứu mới về tác động của AI đến cách làm việc tại Việt Nam – Trang Thông Tin,Microsoft công bố nghiên cứu mới về tác động của AI đến cách làm việc tại Việt Nam – Trang Thông Tin
2023-05-18,"Nghe lời bạn thân Warren Buffett bán hết cổ phiếu Microsoft, Bill Gates bây giờ ‘nghèo’ hơn cả Elon Musk nhưng vẫn hạnh phúc","Nghe lời bạn thân Warren Buffett bán hết cổ phiếu Microsoft, Bill Gates bây giờ ‘nghèo’ hơn cả Elon Musk nhưng vẫn hạnh phúc"
2023-06-16,Giá trị vốn hóa thị trường của Microsoft đạt mức kỷ lục gần 2.600 tỷ USD,Giá trị vốn hóa thị trường của Microsoft đạt mức kỷ lục gần 2.600 tỷ USD
2023-07-23,"Satya Nadella: Người thừa kế xuất sắc của Bill Gates, vị CEO kiếm 1 tỷ USD nhờ giúp cổ phiếu Microsoft tăng trưởng 900%","Satya Nadella: Người thừa kế xuất sắc của Bill Gates, vị CEO kiếm 1 tỷ USD nhờ giúp cổ phiếu Microsoft tăng trưởng 900%"
2023-07-26,CEO Satya Nadella giúp cổ phiếu Microsoft tăng 900%,CEO Satya Nadella giúp cổ phiếu Microsoft tăng 900%
2023-08-01,Microsoft công bố mức cổ tức hàng quý,Microsoft công bố mức cổ tức hàng quý
2023-10-04,Sự thức tỉnh kịp thời của tập đoàn Microsoft,Sự thức tỉnh kịp thời của tập đoàn Microsoft
2023-11-14,"Nếu vẫn ""chung thủy"" với Microsoft, Bill Gates sẽ giàu có đến mức nào?","Nếu vẫn ""chung thủy"" với Microsoft, Bill Gates sẽ giàu có đến mức nào?"
2023-11-26,"Bill Gates bỏ lỡ cơ hội trở thành “siêu tỷ phú”: Nếu giữ chặt cổ phiếu Microsoft, hiện ông sẽ có bao nhiêu tiền?","Bill Gates bỏ lỡ cơ hội trở thành “siêu tỷ phú”: Nếu giữ chặt cổ phiếu Microsoft, hiện ông sẽ có bao nhiêu tiền?"
2023-11-27,"Microsoft Việt Nam Được Vinh Danh Là Doanh nghiệp Công nghệ Sáng tạo khu vực Châu Á, năm 2023","Microsoft Việt Nam Được Vinh Danh Là Doanh nghiệp Công nghệ Sáng tạo khu vực Châu Á, năm 2023"
2023-11-29,Windows 11 có tính năng gì mới? Cách tải Windows 11 nhanh gọn,Windows 11 có tính năng gì mới? Cách tải Windows 11 nhanh gọn
2024-01-12,Apple mất ngôi 'công ty giá trị lớn nhất thế giới' về tay Microsoft,Apple mất ngôi 'công ty giá trị lớn nhất thế giới' về tay Microsoft
2024-01-12,Microsoft vượt Apple trở thành công ty có giá trị lớn nhất thế giới,Microsoft vượt Apple trở thành công ty có giá trị lớn nhất thế giới
2024-01-13,Microsoft vượt Apple thành công ty giá trị nhất thế giới,Microsoft vượt Apple thành công ty giá trị nhất thế giới
2024-01-20,Windows 12 có thể sẽ chỉ tương tích với PC có trên 16GB RAM,Windows 12 có thể sẽ chỉ tương tích với PC có trên 16GB RAM
2024-01-25,"Microsoft, công ty thứ hai trong lịch sử đạt mốc vốn hoá 3 nghìn tỷ USD","Microsoft, công ty thứ hai trong lịch sử đạt mốc vốn hoá 3 nghìn tỷ USD"
2024-01-25,Giá trị vốn hóa của Microsoft vượt mốc 3.000 tỷ USD,Giá trị vốn hóa của Microsoft vượt mốc 3.000 tỷ USD
2024-01-25,"Microsoft trở thành công ty thứ hai thế giới phá mốc giá trị hơn 3 nghìn tỷ USD, vượt GDP của Pháp","Microsoft trở thành công ty thứ hai thế giới phá mốc giá trị hơn 3 nghìn tỷ USD, vượt GDP của Pháp"
2024-02-08,"""Cuộc đua"" vốn hóa 20 năm giữa Apple và Microsoft","""Cuộc đua"" vốn hóa 20 năm giữa Apple và Microsoft"
2024-02-20,Tổng vốn hoá nhóm Magnificent 7 đã vượt thị trường chứng khoán hầu hết các nước trên thế giới,Tổng vốn hoá nhóm Magnificent 7 đã vượt thị trường chứng khoán hầu hết các nước trên thế giới
2024-02-21,Quỹ của tỷ phú Bill Gates vẫn đang đầu tư mạnh vào chứng khoán Việt Nam,Quỹ của tỷ phú Bill Gates vẫn đang đầu tư mạnh vào chứng khoán Việt Nam
2024-02-28,Imagine Cup Junior 2024 chính thức khởi động tại Việt Nam – Trang Thông Tin,Imagine Cup Junior 2024 chính thức khởi động tại Việt Nam – Trang Thông Tin
2024-03-18,"Buồn của Steve Jobs: Xây dựng đế chế cả đời rồi bị Microsoft vượt mặt chỉ trong 10 năm, Apple còn lại gì ngoài cái tên và 170 tỷ USD tiền mặt?","Buồn của Steve Jobs: Xây dựng đế chế cả đời rồi bị Microsoft vượt mặt chỉ trong 10 năm, Apple còn lại gì ngoài cái tên và 170 tỷ USD tiền mặt?"
2024-05-02,"Microsoft duy trì cổ tức hàng quý ở mức 0,75 USD/cổ phiếu","Microsoft duy trì cổ tức hàng quý ở mức 0,75 USD/cổ phiếu"
2024-05-03,Hé lộ vai trò quan trọng của Bill Gates tại Microsoft dù rời công ty đã lâu,Hé lộ vai trò quan trọng của Bill Gates tại Microsoft dù rời công ty đã lâu
2024-05-17,Bốn cổ phiếu chiếm hơn 80% danh mục đầu tư của Bill Gates,Bốn cổ phiếu chiếm hơn 80% danh mục đầu tư của Bill Gates
2024-05-21,Microsoft chuẩn bị cho sự bùng nổ của máy tính cá nhân AI,Microsoft chuẩn bị cho sự bùng nổ của máy tính cá nhân AI
2024-05-24,Microsoft và chiến lược tiếp theo trên thị trường AI,Microsoft và chiến lược tiếp theo trên thị trường AI
2024-06-12,Apple vượt Microsoft trở thành công ty có giá trị vốn hóa lớn nhất thế giới,Apple vượt Microsoft trở thành công ty có giá trị vốn hóa lớn nhất thế giới
2024-06-19,"Nvidia 'soán ngôi' Microsoft, trở thành công ty có giá trị lớn nhất thế giới","Nvidia 'soán ngôi' Microsoft, trở thành công ty có giá trị lớn nhất thế giới"
2024-07-02,Cựu CEO Microsoft Steve Ballmer hiện giàu hơn Bill Gates,Cựu CEO Microsoft Steve Ballmer hiện giàu hơn Bill Gates
2024-07-02,"Lần đầu tiên trong lịch sử, một cựu nhân viên Microsoft vượt mặt Bill Gates để trở thành người giàu thứ 6 thế giới","Lần đầu tiên trong lịch sử, một cựu nhân viên Microsoft vượt mặt Bill Gates để trở thành người giàu thứ 6 thế giới"
2024-07-03,Bill Gates không còn là người giàu nhất ở Microsoft,Bill Gates không còn là người giàu nhất ở Microsoft
2024-07-03,"Lần đầu tiên trong lịch sử, một cựu nhân viên Microsoft giàu hơn Bill Gates","Lần đầu tiên trong lịch sử, một cựu nhân viên Microsoft giàu hơn Bill Gates"
2024-07-20,Thị trường chứng khoán thế giới chao đảo sau sự cố máy tính của Microsoft,Thị trường chứng khoán thế giới chao đảo sau sự cố máy tính của Microsoft
2024-08-01,"Từ đối tác, OpenAI thành đối thủ của Microsoft","Từ đối tác, OpenAI thành đối thủ của Microsoft"
2024-08-09,OpenAI bỗng “hóa thành” đối thủ cạnh tranh mạnh mẽ của Microsoft,OpenAI bỗng “hóa thành” đối thủ cạnh tranh mạnh mẽ của Microsoft
2024-09-12,Cổ phiếu Microsoft trong niềm tin “mua” của thị trường,Cổ phiếu Microsoft trong niềm tin “mua” của thị trường
2024-09-17,Các quỹ phòng hộ lạc quan về Microsoft Corporation,Các quỹ phòng hộ lạc quan về Microsoft Corporation
2024-09-24,Microsoft Trustworthy AI – Khai phá tiềm năng từ sự tin tưởng – Trang Thông Tin,Microsoft Trustworthy AI – Khai phá tiềm năng từ sự tin tưởng – Trang Thông Tin
2024-10-22,Tăng cường nhân lực với AI agent – Trang Thông Tin,Tăng cường nhân lực với AI agent – Trang Thông Tin
2024-10-30,Microsoft trao quyền cho các tổ chức tài chính ngân hàng tăng tốc trong kỷ nguyên của AI – Trang Thông Tin,Microsoft trao quyền cho các tổ chức tài chính ngân hàng tăng tốc trong kỷ nguyên của AI – Trang Thông Tin
2024-11-13,"An ninh mạng trong giáo dục, Tấn công qua mạng, Mối đe dọa trên mạng","An ninh mạng trong giáo dục, Tấn công qua mạng, Mối đe dọa trên mạng"
2024-11-18,Ấn bản Cyber signals số thứ 8 | Tội phạm mạng đang nhắm vào các trường học như thế nào – Trang Thông Tin,Ấn bản Cyber signals số thứ 8 | Tội phạm mạng đang nhắm vào các trường học như thế nào – Trang Thông Tin
2024-12-02,"AMD - 10 năm ‘người nhỏ bé’ trở thành thế lực bán dẫn: Giá cổ phiếu từ vỏn vẹn 3 USD nay đạt 137 USD, CEO là nữ tỷ phú chip, NASA, Meta, Microsoft đều muốn hợp tác","AMD - 10 năm ‘người nhỏ bé’ trở thành thế lực bán dẫn: Giá cổ phiếu từ vỏn vẹn 3 USD nay đạt 137 USD, CEO là nữ tỷ phú chip, NASA, Meta, Microsoft đều muốn hợp tác"
2024-12-23,Microsoft 365 Copilot giúp các doanh nghiệp vừa và nhỏ tăng tỷ suất hoàn vốn đầu tư lên đến 353%,Microsoft 365 Copilot giúp các doanh nghiệp vừa và nhỏ tăng tỷ suất hoàn vốn đầu tư lên đến 353%
2025-01-04,Microsoft dự chi 80 tỷ USD cho trung tâm dữ liệu AI,Microsoft dự chi 80 tỷ USD cho trung tâm dữ liệu AI
2025-02-03,"Cơn bão DeepSeek càn quét cổ phiếu công nghệ: FPT “bay” 10.000 tỷ vốn hóa, nối gót các “big tech” NVIDIA, Microsoft,…","Cơn bão DeepSeek càn quét cổ phiếu công nghệ: FPT “bay” 10.000 tỷ vốn hóa, nối gót các “big tech” NVIDIA, Microsoft,…"
2025-03-14,Microsoft cảnh báo chiến dịch tấn công giả mạo trang web Booking.com,Microsoft cảnh báo chiến dịch tấn công giả mạo trang web Booking.com
2025-03-24,Tại sao AI không thể tóm tắt tin tức chính xác?,Tại sao AI không thể tóm tắt tin tức chính xác?
2025-04-01,"Microsoft bước sang “tuổi 50”, đối mặt với muôn vàn thách thức để giữ vững vị thế dẫn đầu","Microsoft bước sang “tuổi 50”, đối mặt với muôn vàn thách thức để giữ vững vị thế dẫn đầu"
2025-04-02,Lộ tài liệu hướng dẫn cài đặt Windows 11 không cần internet của Microsoft,Lộ tài liệu hướng dẫn cài đặt Windows 11 không cần internet của Microsoft
2025-04-03,Chứng khoán Mỹ giảm mạnh nhất 5 năm,Chứng khoán Mỹ giảm mạnh nhất 5 năm
2025-04-10,"Vì sao chỉ mỗi Microsoft ""bình an vô sự"" trước thuế quan, trong khi ông lớn công nghệ nào cũng lao đao?","Vì sao chỉ mỗi Microsoft ""bình an vô sự"" trước thuế quan, trong khi ông lớn công nghệ nào cũng lao đao?"
2025-04-15,Microsoft sa thải hàng loạt nhân viên dù 'ăn nên làm ra',Microsoft sa thải hàng loạt nhân viên dù 'ăn nên làm ra'
2025-04-16,Microsoft chuẩn bị cắt giảm nhân sự vào tháng 5,Microsoft chuẩn bị cắt giảm nhân sự vào tháng 5
2025-04-20,Hướng dẫn update Windows 11 tại nhà an toàn mới nhất 2025,Hướng dẫn update Windows 11 tại nhà an toàn mới nhất 2025
2025-04-21,Cyber Signal Issue 9 | Lừa đảo sử dụng AI: Các mối đe dọa gian lận mới nổi và biện pháp đối phó,Cyber Signal Issue 9 | Lừa đảo sử dụng AI: Các mối đe dọa gian lận mới nổi và biện pháp đối phó
2025-05-04,Tài khoản Microsoft mới sẽ dùng passkey làm phương thức đăng nhập mặc định,Tài khoản Microsoft mới sẽ dùng passkey làm phương thức đăng nhập mặc định
2025-05-14,Microsoft sa thải hơn 6.000 nhân viên ở mọi cấp bậc trong công ty,Microsoft sa thải hơn 6.000 nhân viên ở mọi cấp bậc trong công ty
2025-05-20,Microsoft Build 2025: Kỷ nguyên của các tác nhân AI và môi trường tác nhân mở – Trang Thông Tin,Microsoft Build 2025: Kỷ nguyên của các tác nhân AI và môi trường tác nhân mở – Trang Thông Tin
2025-05-27,"Bê bối startup AI được Microsoft hậu thuẫn: Thổi phồng số liệu sổ sách, dùng AI chạy bằng cơm","Bê bối startup AI được Microsoft hậu thuẫn: Thổi phồng số liệu sổ sách, dùng AI chạy bằng cơm"
2025-05-29,Microsoft dưới thời CEO Satya Nadella: Cuộc cách mạng văn hóa giữ chân người tài - Chi tiết bài viết,Microsoft dưới thời CEO Satya Nadella: Cuộc cách mạng văn hóa giữ chân người tài - Chi tiết bài viết
2025-06-12,Microsoft – Tái cấu trúc để trở lại đỉnh cao: Bài học từ thời ông Satya Nadella,Microsoft – Tái cấu trúc để trở lại đỉnh cao: Bài học từ thời ông Satya Nadella
2025-06-12,Starbucks bắt tay Microsoft: Trợ lý AI 'pha chế' cuộc đua F&B,Starbucks bắt tay Microsoft: Trợ lý AI 'pha chế' cuộc đua F&B
2025-06-26,"Nvidia vượt Microsoft và Apple, trở thành công ty giá trị nhất thế giới","Nvidia vượt Microsoft và Apple, trở thành công ty giá trị nhất thế giới"
2025-07-02,FPT Software tiên phong ứng dụng AI với Microsoft 365 Copilot để nâng cao tương tác khách hàng và mở rộng tệp khách hàng tiềm năng,FPT Software tiên phong ứng dụng AI với Microsoft 365 Copilot để nâng cao tương tác khách hàng và mở rộng tệp khách hàng tiềm năng
2025-07-03,Microsoft sa thải thêm 9.000 nhân viên,Microsoft sa thải thêm 9.000 nhân viên
2025-07-03,Hé lộ nguyên nhân gã khổng lồ công nghệ Microsoft tiếp tục cắt giảm 9.000 nhân sự toàn cầu,Hé lộ nguyên nhân gã khổng lồ công nghệ Microsoft tiếp tục cắt giảm 9.000 nhân sự toàn cầu
2025-07-03,Microsoft sa thải hàng ngàn nhân sự,Microsoft sa thải hàng ngàn nhân sự
2025-07-06,Cơn bão sa thải tại Microsoft: Cuộc thay máu tốn kém cho kỷ nguyên AI,Cơn bão sa thải tại Microsoft: Cuộc thay máu tốn kém cho kỷ nguyên AI
2025-07-09,Bill Gates rớt top 10 tỷ phú giàu nhất hành tinh: Mất tiền nhưng được gì?,Bill Gates rớt top 10 tỷ phú giàu nhất hành tinh: Mất tiền nhưng được gì?
2025-07-10,Nvidia trở thành công ty đầu tiên trên thế giới chạm mốc 4.000 tỷ USD vốn hóa,Nvidia trở thành công ty đầu tiên trên thế giới chạm mốc 4.000 tỷ USD vốn hóa
2025-07-10,"Vượt mặt Apple và Microsoft, Nvidia trở thành công ty 4.000 tỷ USD đầu tiên","Vượt mặt Apple và Microsoft, Nvidia trở thành công ty 4.000 tỷ USD đầu tiên"
2025-07-10,"Nvidia cán mốc 4.000 tỷ USD, vượt Microsoft và Apple","Nvidia cán mốc 4.000 tỷ USD, vượt Microsoft và Apple"
2025-07-31,Chứng khoán Mỹ tăng vọt khi Microsoft gia nhập câu lạc bộ 4.000 tỷ USD,Chứng khoán Mỹ tăng vọt khi Microsoft gia nhập câu lạc bộ 4.000 tỷ USD
2025-07-31,Microsoft trở thành công ty tiếp theo đạt vốn hóa 4.000 tỷ USD,Microsoft trở thành công ty tiếp theo đạt vốn hóa 4.000 tỷ USD
2025-07-31,Microsoft gia nhập “câu lạc bộ” vốn hóa 4 nghìn tỷ USD cùng Nvidia,Microsoft gia nhập “câu lạc bộ” vốn hóa 4 nghìn tỷ USD cùng Nvidia
2025-08-01,Microsoft cán mốc 4.000 tỉ USD,Microsoft cán mốc 4.000 tỉ USD
2025-08-01,Microsoft chạm mốc 4.000 tỉ USD vốn hóa thị trường,Microsoft chạm mốc 4.000 tỉ USD vốn hóa thị trường
2025-08-01,Microsoft cán mốc vốn hóa 4.000 tỷ USD,Microsoft cán mốc vốn hóa 4.000 tỷ USD
2025-08-01,"Microsoft chạm mốc 4 nghìn tỷ USD vốn hóa, chỉ sau Nvidia 3 tuần","Microsoft chạm mốc 4 nghìn tỷ USD vốn hóa, chỉ sau Nvidia 3 tuần"
2025-08-01,"S&P 500 giảm liền ba phiên dù các ông lớn Facebook, Microsoft vượt kỳ vọng lợi nhuận","S&P 500 giảm liền ba phiên dù các ông lớn Facebook, Microsoft vượt kỳ vọng lợi nhuận"
2025-08-02,Chứng khoán toàn cầu sụt giảm bất chấp vốn hóa của Microsoft vượt 4.000 tỷ USD,Chứng khoán toàn cầu sụt giảm bất chấp vốn hóa của Microsoft vượt 4.000 tỷ USD
2025-08-03,Microsoft chạm mốc vốn hóa 4.000 tỷ USD,Microsoft chạm mốc vốn hóa 4.000 tỷ USD
2025-08-03,Vốn hóa Microsoft vượt 4.000 tỷ USD,Vốn hóa Microsoft vượt 4.000 tỷ USD
2025-08-04,Microsoft giữ vững đà tăng trưởng nhờ AI và các mảng kinh doanh cốt lõi,Microsoft giữ vững đà tăng trưởng nhờ AI và các mảng kinh doanh cốt lõi
2025-08-22,Hé lộ mức thu nhập 'khủng' của nhân viên Microsoft,Hé lộ mức thu nhập 'khủng' của nhân viên Microsoft
2025-08-26,Tin tặc đánh cắp tài khoản Microsoft ngay cả khi dùng bảo mật 2 lớp,Tin tặc đánh cắp tài khoản Microsoft ngay cả khi dùng bảo mật 2 lớp
2025-08-29,"Microsoft nâng cấp Copilot với loạt tính năng mới: từ Bing, OneDrive đến Teams","Microsoft nâng cấp Copilot với loạt tính năng mới: từ Bing, OneDrive đến Teams"
2025-09-08,"Windows 10 ""nổi loạn"" giành lại thị phần từ Windows 11 ngay trước giờ G","Windows 10 ""nổi loạn"" giành lại thị phần từ Windows 11 ngay trước giờ G"
2025-09-16,Microsoft sắp sở hữu lượng cổ phần khổng lồ tại OpenAI,Microsoft sắp sở hữu lượng cổ phần khổng lồ tại OpenAI
2025-09-19,VietinBank và hành trình kiến tạo “thần đèn” AI cùng Microsoft,VietinBank và hành trình kiến tạo “thần đèn” AI cùng Microsoft
2025-09-24,VoiceGate – Bước tiến AI “Make in Vietnam” cho ngành bảo hiểm,VoiceGate – Bước tiến AI “Make in Vietnam” cho ngành bảo hiểm
2025-09-25,Những phương thức mới khi hợp tác cùng đội nhóm và khai thác công cụ trong ChatGPT,Những phương thức mới khi hợp tác cùng đội nhóm và khai thác công cụ trong ChatGPT
2025-09-27,MSFT|Microsoft Corp|GIá:411.815|Thay đổi%:-4.86,MSFT|Microsoft Corp|GIá:411.815|Thay đổi%:-4.86
2025-10-09,MSFT|Microsoft Corp|GIá:416.670|Thay đổi%:-11.38,MSFT|Microsoft Corp|GIá:416.670|Thay đổi%:-11.38
2025-10-10,Microsoft thừa nhận 'cơn sốt' AI gây quá tải hạ tầng đám mây đến năm 2026,Microsoft thừa nhận 'cơn sốt' AI gây quá tải hạ tầng đám mây đến năm 2026
2025-10-28,Thế giới vừa có thêm 2 công ty 4.000 tỷ USD,Thế giới vừa có thêm 2 công ty 4.000 tỷ USD
2025-10-29,Microsoft và OpenAI đạt thỏa thuận mới,Microsoft và OpenAI đạt thỏa thuận mới
2025-10-29,Vốn hóa của Apple và Microsoft đồng loạt vượt 4 nghìn tỷ USD,Vốn hóa của Apple và Microsoft đồng loạt vượt 4 nghìn tỷ USD
2025-10-30,"Giá vàng thế giới tăng cùng nhóm cổ phiếu công nghệ Meta, Microsoft, Alphabet","Giá vàng thế giới tăng cùng nhóm cổ phiếu công nghệ Meta, Microsoft, Alphabet"
2025-10-30,Microsoft và OpenAI đạt thỏa thuận lịch sử,Microsoft và OpenAI đạt thỏa thuận lịch sử
2025-10-30,OpenAI chính thức tái cấu trúc chuẩn bị cho kế hoạch IPO,OpenAI chính thức tái cấu trúc chuẩn bị cho kế hoạch IPO
2025-10-30,Giới đầu tư bán chốt lời cổ phiếu công nghệ,Giới đầu tư bán chốt lời cổ phiếu công nghệ
